#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:vx_smg                19:vx_prime_smg          20:h_prime               21:eta                
       4.948082224694e-06       1.067571484443e-11      -1.201551765215e+00       1.486344220307e-08       1.351087925471e-24       3.377719813679e-24       1.727071678347e-41       6.755439627357e-25      -9.011638239115e-01       1.486344220307e-08       6.013312715887e-01       6.996120586962e-01      -1.201551765215e+00       1.486344220307e-08       9.807791133180e-15      -9.011638239115e-01       1.486344220307e-08       3.198838137488e-27       1.957201616505e-21       4.948082012427e-08       1.000000000000e+00 
       5.078475156144e-06       1.095704359033e-11      -1.201595477023e+00       1.525568181214e-08       1.460793019750e-24       3.651982549376e-24       1.967017770520e-41       7.303965098752e-25      -9.011966077674e-01       1.525568181214e-08       6.013211660484e-01       6.996011307442e-01      -1.201595477023e+00       1.525568181214e-08       1.033142966122e-14      -9.011966077674e-01       1.525568181214e-08       3.460857449289e-27       2.061369885707e-21       5.078474954923e-08       1.000000000000e+00 
       5.208868087594e-06       1.123837233636e-11      -1.201634452695e+00       1.564788823440e-08       1.576278139604e-24       3.940695349011e-24       2.232916615516e-41       7.881390698022e-25      -9.012258395213e-01       1.564788823440e-08       6.013120406382e-01       6.995913868262e-01      -1.201634452695e+00       1.564788823440e-08       1.086870352736e-14      -9.012258395213e-01       1.564788823440e-08       3.736641914559e-27       2.168255801953e-21       5.208867869283e-08       1.000000000000e+00 
       5.432149097563e-06       1.172011138379e-11      -1.201656564430e+00       1.631894389251e-08       1.787828316253e-24       4.469570790633e-24       2.754368921063e-41       8.939141581266e-25      -9.012424233222e-01       1.631894389251e-08       6.013072339633e-01       6.995858588926e-01      -1.201656564430e+00       1.631894389251e-08       1.182037351855e-14      -9.012424233222e-01       1.631894389251e-08       4.242062192410e-27       2.357598850270e-21       5.432148892758e-08       1.000000000000e+00 
       5.655430107532e-06       1.220185043161e-11      -1.201676943484e+00       1.698999974313e-08       2.017507002362e-24       5.043767505904e-24       3.368986454069e-41       1.008753501181e-24      -9.012577076130e-01       1.698999974313e-08       6.013025877334e-01       6.995807641290e-01      -1.201676943484e+00       1.698999974313e-08       1.281200605676e-14      -9.012577076130e-01       1.698999974313e-08       4.790666214677e-27       2.554918247267e-21       5.655429926371e-08       1.000000000000e+00 
       5.878711117501e-06       1.268358947983e-11      -1.201699724073e+00       1.766111363972e-08       2.266066879636e-24       5.665167199091e-24       4.088743786671e-41       1.133033439818e-24      -9.012747930548e-01       1.766111363972e-08       6.012971457395e-01       6.995750689817e-01      -1.201699724073e+00       1.766111363972e-08       1.384359793296e-14      -9.012747930548e-01       1.766111363972e-08       5.384208077392e-27       2.760212936897e-21       5.878710957392e-08       1.000000000000e+00 
       5.945695420491e-06       1.282811119437e-11      -1.201721430214e+00       1.786267381602e-08       2.344456523267e-24       5.861141308166e-24       4.327134898708e-41       1.172228261633e-24      -9.012910726609e-01       1.786267381602e-08       6.012917464653e-01       6.995696424464e-01      -1.201721430214e+00       1.786267381602e-08       1.416086988516e-14      -9.012910726609e-01       1.786267381603e-08       5.571197191649e-27       2.823354522414e-21       5.945695233947e-08       1.000000000000e+00 
       6.012679723482e-06       1.297263290895e-11      -1.201740432702e+00       1.806420064484e-08       2.424628972229e-24       6.061572430574e-24       4.576509495156e-41       1.212314486115e-24      -9.013053245267e-01       1.806420064484e-08       6.012869901110e-01       6.995648918245e-01      -1.201740432702e+00       1.806420064484e-08       1.448174133481e-14      -9.013053245267e-01       1.806420064484e-08       5.762452485968e-27       2.887214745768e-21       6.012679571781e-08       1.000000000000e+00 
       6.079664026473e-06       1.311715462356e-11      -1.201757778443e+00       1.826570863570e-08       2.506606062985e-24       6.266515157462e-24       4.837246081450e-41       1.253303031492e-24      -9.013183338320e-01       1.826570863570e-08       6.012826151809e-01       6.995605553894e-01      -1.201757778443e+00       1.826570863570e-08       1.480621232363e-14      -9.013183338320e-01       1.826570863570e-08       5.958015468267e-27       2.951792217670e-21       6.079663853246e-08       1.000000000000e+00 
       6.146648329463e-06       1.326167633821e-11      -1.201774178373e+00       1.846720791454e-08       2.590409186906e-24       6.476022967264e-24       5.109731031525e-41       1.295204593453e-24      -9.013306337798e-01       1.846720791454e-08       6.012784484604e-01       6.995564554068e-01      -1.201774178373e+00       1.846720791454e-08       1.513428267446e-14      -9.013306337798e-01       1.846720791454e-08       6.157929925394e-27       3.017087337281e-21       6.146648168163e-08       1.000000000000e+00 
       6.691986658856e-06       1.443826886807e-11      -1.201518329994e+00       2.010136134096e-08       3.342150513758e-24       8.355376284395e-24       7.814281894503e-41       1.671075256879e-24      -9.011387474953e-01       2.010136134096e-08       6.013440396243e-01       6.996204175016e-01      -1.201518329994e+00       2.010136134096e-08       1.793857919528e-14      -9.011387474953e-01       2.010136134096e-08       7.957050592173e-27       3.575312263177e-21       6.691986484824e-08       1.000000000000e+00 
       6.855588157674e-06       1.479124662748e-11      -1.201565968908e+00       2.059360332232e-08       3.593454780204e-24       8.983636950511e-24       8.817684606293e-41       1.796727390102e-24      -9.011744766811e-01       2.059360332232e-08       6.013326853484e-01       6.996085077730e-01      -1.201565968908e+00       2.059360332232e-08       1.882629660351e-14      -9.011744766811e-01       2.059360332232e-08       8.556450232903e-27       3.752047105992e-21       6.855588016340e-08       1.000000000000e+00 
       7.019189656491e-06       1.514422438711e-11      -1.201609114804e+00       2.108580541072e-08       3.857043616427e-24       9.642609041067e-24       9.921593770162e-41       1.928521808213e-24      -9.012068361031e-01       2.108580541072e-08       6.013223333264e-01       6.995977212990e-01      -1.201609114804e+00       2.108580541072e-08       1.973547076659e-14      -9.012068361031e-01       2.108580541072e-08       9.185119499958e-27       3.933059443502e-21       7.019189499066e-08       1.000000000000e+00 
       7.182791155309e-06       1.549720214695e-11      -1.201646937958e+00       2.157794721103e-08       4.133205574467e-24       1.033301393617e-23       1.113336435626e-40       2.066602787234e-24      -9.012352034685e-01       2.157794721103e-08       6.013131594840e-01       6.995882655105e-01      -1.201646937958e+00       2.157794721103e-08       2.066611148822e-14      -9.012352034685e-01       2.157794721103e-08       9.843774742272e-27       4.118346263946e-21       7.182790978490e-08       1.000000000000e+00 
       7.346392654127e-06       1.585017990700e-11      -1.201681054540e+00       2.207005189303e-08       4.422237168060e-24       1.105559292015e-23       1.246072300986e-40       2.211118584030e-24      -9.012607909048e-01       2.207005189303e-08       6.013047723520e-01       6.995797363651e-01      -1.201681054540e+00       2.207005189303e-08       2.161822027769e-14      -9.012607909048e-01       2.207005189303e-08       1.053310401509e-26       4.307912635519e-21       7.346392502964e-08       1.000000000000e+00 
       7.735253673832e-06       1.668916544710e-11      -1.201670602921e+00       2.323806704744e-08       5.162255843219e-24       1.290563960805e-23       1.612655433906e-40       2.581127921610e-24      -9.012529521909e-01       2.323806704744e-08       6.013076131183e-01       6.995823492697e-01      -1.201670602921e+00       2.323806704744e-08       2.396733680196e-14      -9.012529521909e-01       2.323806704744e-08       1.229997507615e-26       4.775647236384e-21       7.735253519015e-08       1.000000000000e+00 
       8.124114693537e-06       1.752815098839e-11      -1.201662087903e+00       2.440610121003e-08       5.980546936520e-24       1.495136734130e-23       2.060847871600e-40       2.990273468260e-24      -9.012465659269e-01       2.440610121003e-08       6.013099193932e-01       6.995844780244e-01      -1.201662087903e+00       2.440610121002e-08       2.643759621743e-14      -9.012465659269e-01       2.440610121003e-08       1.425358683901e-26       5.267529663111e-21       8.124114527551e-08       1.000000000000e+00 
       8.240772999449e-06       1.777984665101e-11      -1.201691268788e+00       2.475716203851e-08       6.242048877701e-24       1.560512219425e-23       2.213176277946e-40       3.121024438851e-24      -9.012684515907e-01       2.475716203851e-08       6.013026356221e-01       6.995771828031e-01      -1.201691268788e+00       2.475716203851e-08       2.720230620794e-14      -9.012684515907e-01       2.475716203851e-08       1.487690305062e-26       5.419803035229e-21       8.240772824688e-08       1.000000000000e+00 
       8.357431305360e-06       1.803154231374e-11      -1.201716129425e+00       2.510814962387e-08       6.511045687129e-24       1.627761421782e-23       2.374375012183e-40       3.255522843564e-24      -9.012870970686e-01       2.510814962387e-08       6.012963818084e-01       6.995709676438e-01      -1.201716129425e+00       2.510814962387e-08       2.797793292202e-14      -9.012870970686e-01       2.510814962387e-08       1.551816155740e-26       5.574249916929e-21       8.357431125770e-08       1.000000000000e+00 
       8.474089611272e-06       1.828323797658e-11      -1.201738315870e+00       2.545909505832e-08       6.787650480341e-24       1.696912620085e-23       2.544828470444e-40       3.393825240171e-24      -9.013037369027e-01       2.545909505832e-08       6.012907474247e-01       6.995654210325e-01      -1.201738315870e+00       2.545909505832e-08       2.876447727133e-14      -9.013037369027e-01       2.545909505832e-08       1.617759139486e-26       5.730870769736e-21       8.474089430967e-08       1.000000000000e+00 
       8.590747917183e-06       1.853493363953e-11      -1.201758957642e+00       2.581002026060e-08       7.071974734144e-24       1.767993683536e-23       2.724931510616e-40       3.535987367072e-24      -9.013192182315e-01       2.581002026060e-08       6.012854557362e-01       6.995602605895e-01      -1.201758957642e+00       2.581002026060e-08       2.956193876672e-14      -9.013192182315e-01       2.581002026060e-08       1.685542753614e-26       5.889665978068e-21       8.590747740072e-08       1.000000000000e+00 
       8.940722834918e-06       1.929002062901e-11      -1.201774477763e+00       2.686183086807e-08       7.972073213166e-24       1.993018303291e-23       3.327127794196e-40       3.986036606583e-24      -9.013308583223e-01       2.686183086807e-08       6.012811208695e-01       6.995563805593e-01      -1.201774477763e+00       2.686183086807e-08       3.201977214463e-14      -9.013308583223e-01       2.686183086807e-08       1.900282258856e-26       6.379093215637e-21       8.940722666673e-08       1.000000000000e+00 
       9.290697752652e-06       2.004510761946e-11      -1.201785103539e+00       2.791355492597e-08       8.945450523989e-24       2.236362630997e-23       4.031362226998e-40       4.472725261994e-24      -9.013388276545e-01       2.791355492597e-08       6.012779535361e-01       6.995537241152e-01      -1.201785103539e+00       2.791355492597e-08       3.457577258032e-14      -9.013388276545e-01       2.791355492597e-08       2.132508067606e-26       6.888062730771e-21       9.290697523071e-08       1.000000000000e+00 
       9.640672670387e-06       2.080019461089e-11      -1.201798973689e+00       2.896537580245e-08       9.995033363781e-24       2.498758340945e-23       4.850113082631e-40       4.997516681890e-24      -9.013492302665e-01       2.896537580245e-08       6.012739512867e-01       6.995502565779e-01      -1.201798973689e+00       2.896537580245e-08       3.722993426201e-14      -9.013492302665e-01       2.896537580245e-08       2.382884272556e-26       7.416591075907e-21       9.640672461050e-08       1.000000000000e+00 
