#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:vx_smg                19:vx_prime_smg          20:h_prime               21:eta                
       8.222386629199e+01       2.041836443096e-04       8.025132906110e-01      -1.197045019572e-01      -4.279255066122e-03      -1.069277905108e-02      -2.145710276695e-05      -2.138620879452e-03       6.007564072666e-01      -1.197092937716e-01       1.001794356674e-01       9.087997239562e-02      -6.917143638142e-01      -2.834253222701e-02      -3.332895392699e-01      -9.234712695753e+00       1.028480447045e-01       7.067210575737e-06       1.665465766522e-07       2.329143300318e-01       2.323695152568e-01 
       8.223603708742e+01       2.042178324652e-04       8.043377291040e-01      -1.196679285894e-01      -4.279397071888e-03      -1.069301902168e-02      -2.146380069561e-05      -2.138669894190e-03       6.021247948588e-01      -1.196727865049e-01       1.001422659674e-01       9.085052319029e-02      -6.913724830030e-01      -2.831082968815e-02      -3.331210960984e-01      -9.236052755282e+00       1.028430162515e-01       7.069237625974e-06       1.665541219343e-07       2.328898090220e-01       2.323143186544e-01 
       8.224820788285e+01       2.042520217943e-04       8.061616693953e-01      -1.196313120225e-01      -4.279536730568e-03      -1.069326424596e-02      -2.147060920889e-05      -2.138719848563e-03       6.034928096045e-01      -1.196362360907e-01       1.001051217102e-01       9.082109789782e-02      -6.910310208819e-01      -2.827914178190e-02      -3.329525463374e-01      -9.237392681865e+00       1.028379864106e-01       7.071264768002e-06       1.665616604057e-07       2.328652896603e-01       2.322591513875e-01 
       8.226554461313e+01       2.043007249252e-04       8.087589255151e-01      -1.195790788636e-01      -4.279731796724e-03      -1.069362159352e-02      -2.148047667559e-05      -2.138792446634e-03       6.054408378790e-01      -1.195840972525e-01       1.000522553801e-01       9.077922421452e-02      -6.905453466048e-01      -2.823402914998e-02      -3.327122713586e-01      -9.239301115224e+00       1.028308192445e-01       7.074152495583e-06       1.665723868520e-07       2.328303658297e-01       2.321806188271e-01 
       8.228288134341e+01       2.043494304373e-04       8.113551671153e-01      -1.195267581179e-01      -4.279922513767e-03      -1.069398713043e-02      -2.149051744003e-05      -2.138866514650e-03       6.073881068999e-01      -1.195318709327e-01       9.999944066840e-02       9.073739900512e-02      -6.900605208950e-01      -2.818894632123e-02      -3.324717809677e-01      -9.241209278882e+00       1.028236492725e-01       7.077040409007e-06       1.665830994919e-07       2.327954453692e-01       2.321021457462e-01 
       8.230021807369e+01       2.043981383307e-04       8.139503920609e-01      -1.194743498250e-01      -4.280109061787e-03      -1.069435958394e-02      -2.150070708922e-05      -2.138941824855e-03       6.093346150679e-01      -1.194795571706e-01       9.994667756836e-02       9.069562224197e-02      -6.895765431737e-01      -2.814389336157e-02      -3.322310756734e-01      -9.243117172873e+00       1.028164765010e-01       7.079928508033e-06       1.665937983288e-07       2.327605282943e-01       2.320237321188e-01 
       8.231755480396e+01       2.044468486053e-04       8.165445982176e-01      -1.194218540241e-01      -4.280291582862e-03      -1.069473779646e-02      -2.151102469196e-05      -2.139018168242e-03       6.112803607840e-01      -1.194271560056e-01       9.989396607174e-02       9.065389389727e-02      -6.890934128606e-01      -2.809887033671e-02      -3.319901559847e-01      -9.245024797231e+00       1.028093009363e-01       7.082816792422e-06       1.666044833667e-07       2.327256146206e-01       2.319453779189e-01 
       8.233489153424e+01       2.044955612613e-04       8.191377834516e-01      -1.193692707548e-01      -4.280470187567e-03      -1.069512071170e-02      -2.152145228524e-05      -2.139095352454e-03       6.132253424496e-01      -1.193746674772e-01       9.984130616888e-02       9.061221394315e-02      -6.886111293747e-01      -2.805387731216e-02      -3.317490224107e-01      -9.246932151994e+00       1.028021225848e-01       7.085705261936e-06       1.666151546118e-07       2.326907043637e-01       2.318670831206e-01 
       8.235222826452e+01       2.045442762985e-04       8.217299456295e-01      -1.193166000563e-01      -4.280644960560e-03      -1.069550736257e-02      -2.153197442973e-05      -2.139173199963e-03       6.151695584666e-01      -1.193220916245e-01       9.978869784894e-02       9.057058235164e-02      -6.881296921336e-01      -2.800891435320e-02      -3.315076754608e-01      -9.248839237195e+00       1.027949414530e-01       7.088593916334e-06       1.666258120707e-07       2.326557975395e-01       2.317888476978e-01 
       8.236956499480e+01       2.045929937170e-04       8.243210826185e-01      -1.192638419680e-01      -4.280815965176e-03      -1.069589686090e-02      -2.154257783185e-05      -2.139251546482e-03       6.171130072371e-01      -1.192694284871e-01       9.973614110009e-02       9.052899909467e-02      -6.876491005538e-01      -2.796398152495e-02      -3.312661156450e-01      -9.250746052871e+00       1.027877575476e-01       7.091482755378e-06       1.666364557491e-07       2.326208941640e-01       2.317106716247e-01 
       8.239167611505e+01       2.046551309588e-04       8.276243060468e-01      -1.191964280042e-01      -4.281028665748e-03      -1.069639646674e-02      -2.155620125277e-05      -2.139351952863e-03       6.195905496726e-01      -1.192021357750e-01       9.966918547376e-02       9.047603424697e-02      -6.870373842224e-01      -2.790671839567e-02      -3.309577242216e-01      -9.253177598551e+00       1.027785912410e-01       7.095167423988e-06       1.666500106205e-07       2.325763837212e-01       2.316110525928e-01 
       8.241378723530e+01       2.047172720740e-04       8.309258539877e-01      -1.191288720355e-01      -4.281235371266e-03      -1.069689782755e-02      -2.156991817089e-05      -2.139452632852e-03       6.220668381756e-01      -1.191347012287e-01       9.960231368565e-02       9.042314791690e-02      -6.864270412973e-01      -2.784950451738e-02      -3.306489884339e-01      -9.255608705952e+00       1.027694204476e-01       7.098852392063e-06       1.666635430962e-07       2.325318789476e-01       2.315115300041e-01 
       8.243589835556e+01       2.047794170627e-04       8.342257220204e-01      -1.190611741434e-01      -4.281436113822e-03      -1.069739953551e-02      -2.158371179063e-05      -2.139553320251e-03       6.245418694341e-01      -1.190671249296e-01       9.953552570634e-02       9.037034004554e-02      -6.858180705604e-01      -2.779234002371e-02      -3.303399093413e-01      -9.258039375150e+00       1.027602451819e-01       7.102537659110e-06       1.666770531883e-07       2.324873798770e-01       2.314121038047e-01 
       8.245800947581e+01       2.048415659248e-04       8.375239057252e-01      -1.189933344093e-01      -4.281630902676e-03      -1.069790030887e-02      -2.159756809629e-05      -2.139653771017e-03       6.270156401371e-01      -1.189994069591e-01       9.946882150514e-02       9.031761057373e-02      -6.852104707903e-01      -2.773522504770e-02      -3.300304880042e-01      -9.260469606226e+00       1.027510654584e-01       7.106223224632e-06       1.666905409091e-07       2.324428865436e-01       2.313127739405e-01 
       8.248012059607e+01       2.049037186603e-04       8.408204006841e-01      -1.189253529148e-01      -4.281819729732e-03      -1.069839897671e-02      -2.161147535216e-05      -2.139753760821e-03       6.294881469749e-01      -1.189315473986e-01       9.940220105032e-02       9.026495944206e-02      -6.846042407629e-01      -2.767815972190e-02      -3.297207254836e-01      -9.262899399257e+00       1.027418812920e-01       7.109909088135e-06       1.667040062709e-07       2.323983989817e-01       2.312135403575e-01 
       8.250223171632e+01       2.049658752693e-04       8.441152024802e-01      -1.188572297410e-01      -4.282002573967e-03      -1.069889446586e-02      -2.162542368590e-05      -2.139853082923e-03       6.319593866386e-01      -1.188635463292e-01       9.933566430929e-02       9.021238659087e-02      -6.839993792512e-01      -2.762114417829e-02      -3.294106228413e-01      -9.265328754326e+00       1.027326926976e-01       7.113595249126e-06       1.667174492858e-07       2.323539172262e-01       2.311144030018e-01 
       8.252434283657e+01       2.050280357518e-04       8.474083066982e-01      -1.187889649695e-01      -4.282179404895e-03      -1.069938578985e-02      -2.163940475254e-05      -2.139951546372e-03       6.344293558204e-01      -1.187954038324e-01       9.926921124874e-02       9.015989196025e-02      -6.833958850251e-01      -2.756417854831e-02      -3.291001811396e-01      -9.267757671515e+00       1.027234996906e-01       7.117281707110e-06       1.667308699659e-07       2.323094413118e-01       2.310153618193e-01 
       8.255438338909e+01       2.051124942704e-04       8.518796475336e-01      -1.186959925373e-01      -4.282409947792e-03      -1.070004501911e-02      -2.165843960272e-05      -2.140083629980e-03       6.377830573725e-01      -1.187025977977e-01       9.917906097931e-02       9.008869706149e-02      -6.825781557672e-01      -2.748686426053e-02      -3.286778683013e-01      -9.271056939213e+00       1.027110028692e-01       7.122290668004e-06       1.667490677719e-07       2.322490249836e-01       2.308809567407e-01 
       8.258442394161e+01       2.051969599388e-04       8.563478356972e-01      -1.186027590920e-01      -4.282629214645e-03      -1.070069281455e-02      -2.167750716543e-05      -2.140213398629e-03       6.411343994242e-01      -1.186095310639e-01       9.908906502141e-02       9.001764628284e-02      -6.817629449253e-01      -2.740964267366e-02      -3.282549342443e-01      -9.274355399018e+00       1.026984979711e-01       7.127300174953e-06       1.667672244056e-07       2.321886195921e-01       2.307467289472e-01 
       8.261446449413e+01       2.052814327569e-04       8.608128601288e-01      -1.185092648372e-01      -4.282837089745e-03      -1.070132730485e-02      -2.169659540554e-05      -2.140340485398e-03       6.444833736896e-01      -1.185162038346e-01       9.899922328686e-02       8.994673947191e-02      -6.809502493895e-01      -2.733251411255e-02      -3.278313816393e-01      -9.277653051145e+00       1.026859850368e-01       7.132310226719e-06       1.667853398986e-07       2.321282252277e-01       2.306126783030e-01 
       8.264450504665e+01       2.053659127248e-04       8.652747097730e-01      -1.184155099768e-01      -4.283033453179e-03      -1.070194679985e-02      -2.171569445179e-05      -2.140464557672e-03       6.478299718868e-01      -1.184226163134e-01       9.890953568615e-02       8.987597647546e-02      -6.801400660401e-01      -2.725547890019e-02      -3.274072131593e-01      -9.280949895813e+00       1.026734641073e-01       7.137320822067e-06       1.668034142827e-07       2.320678419818e-01       2.304788046726e-01 
       8.267454559917e+01       2.054503998424e-04       8.697333735795e-01      -1.183214947141e-01      -4.283218184376e-03      -1.070254976901e-02      -2.173479613052e-05      -2.140585313347e-03       6.511741857373e-01      -1.183287687035e-01       9.882000212859e-02       8.980535713945e-02      -6.793323917479e-01      -2.717853735776e-02      -3.269824314798e-01      -9.284245933244e+00       1.026609352248e-01       7.142331959762e-06       1.668214475900e-07       2.320074699470e-01       2.303451079200e-01 
       8.270458615169e+01       2.055348941098e-04       8.741888405103e-01      -1.182272192547e-01      -4.283391164742e-03      -1.070313482292e-02      -2.175389359186e-05      -2.140702477498e-03       6.545160069722e-01      -1.182346612103e-01       9.873062252472e-02       8.973488131092e-02      -6.785272233663e-01      -2.710168980647e-02      -3.265570392784e-01      -9.287541163660e+00       1.026483984301e-01       7.147343638572e-06       1.668394399868e-07       2.319471092140e-01       2.302115879096e-01 
       8.273462670420e+01       2.056193955269e-04       8.786410995695e-01      -1.181326838131e-01      -4.283552279376e-03      -1.070370069757e-02      -2.177298102777e-05      -2.140815799528e-03       6.578554273539e-01      -1.181402940481e-01       9.864139679525e-02       8.966454884529e-02      -6.777245577025e-01      -2.702493657487e-02      -3.261310392351e-01      -9.290835587256e+00       1.026358537559e-01       7.152355857272e-06       1.668573916734e-07       2.318867598619e-01       2.300782445054e-01 
       8.277209393317e+01       2.057247975476e-04       8.841895415402e-01      -1.180144131514e-01      -4.283736429632e-03      -1.070437785408e-02      -2.179676578042e-05      -2.140951407936e-03       6.620170479049e-01      -1.180222337068e-01       9.853032805090e-02       8.957702935912e-02      -6.767269580816e-01      -2.692934095741e-02      -3.255988749817e-01      -9.294943333473e+00       1.026201967700e-01       7.158607959941e-06       1.668797244953e-07       2.318115069054e-01       2.299121830067e-01 
       8.280956116213e+01       2.058302106902e-04       8.897329550984e-01      -1.178957388303e-01      -4.283901748279e-03      -1.070502137468e-02      -2.182051906217e-05      -2.141080284192e-03       6.661749050357e-01      -1.179037701926e-01       9.841949839668e-02       8.948973238228e-02      -6.757332403364e-01      -2.683389320781e-02      -3.250657745746e-01      -9.299049825310e+00       1.026045276354e-01       7.164860898175e-06       1.669019941640e-07       2.317362719214e-01       2.297463957547e-01 
       8.284702839109e+01       2.059356349546e-04       8.952713189671e-01      -1.177766612709e-01      -4.284048045990e-03      -1.070562945616e-02      -2.184423394506e-05      -2.141202069227e-03       6.703289828069e-01      -1.177849039263e-01       9.830890767894e-02       8.940265763419e-02      -6.747433981865e-01      -2.673859395697e-02      -3.245317432287e-01      -9.303155063156e+00       1.025888464149e-01       7.171114669611e-06       1.669242006704e-07       2.316610550624e-01       2.295808824853e-01 
       8.288449562006e+01       2.060410703410e-04       9.008046118823e-01      -1.176571808942e-01      -4.284175146484e-03      -1.070620048438e-02      -2.186790451524e-05      -2.141316441283e-03       6.744792652886e-01      -1.176656353285e-01       9.819855574168e-02       8.931580483228e-02      -6.737574253280e-01      -2.664344383134e-02      -3.239967861643e-01      -9.307259047406e+00       1.025731531732e-01       7.177369271881e-06       1.669463440732e-07       2.315858564829e-01       2.294156429344e-01 
       8.292196284902e+01       2.061465168492e-04       9.063328125930e-01      -1.175372981210e-01      -4.284282886156e-03      -1.070673301214e-02      -2.189152566470e-05      -2.141423111648e-03       6.786257365609e-01      -1.175459648196e-01       9.808844242660e-02       8.922917369201e-02      -6.727753154338e-01      -2.654844345300e-02      -3.234609086071e-01      -9.311361778464e+00       1.025574479769e-01       7.183624702622e-06       1.669684244708e-07       2.315106763402e-01       2.292506768376e-01 
       8.295943007798e+01       2.062519744793e-04       9.118558998615e-01      -1.174170133718e-01      -4.284371113492e-03      -1.070722573978e-02      -2.191509292893e-05      -2.141521820885e-03       6.827683807135e-01      -1.174258928198e-01       9.797856757305e-02       8.914276392688e-02      -6.717970621537e-01      -2.645359343956e-02      -3.229241157883e-01      -9.315463256744e+00       1.025417308943e-01       7.189880959474e-06       1.669904419419e-07       2.314355147936e-01       2.290859839304e-01 
       8.299689730695e+01       2.063574432313e-04       9.173738524633e-01      -1.172963270671e-01      -4.284439688246e-03      -1.070767749835e-02      -2.193860236946e-05      -2.141612335556e-03       6.869071818462e-01      -1.173054197491e-01       9.786893101804e-02       8.905657524844e-02      -6.708226591145e-01      -2.635889440423e-02      -3.223864129441e-01      -9.319563482667e+00       1.025260019958e-01       7.196138040081e-06       1.670123965363e-07       2.313603720048e-01       2.289215639482e-01 
       8.305358060108e+01       2.065170255795e-04       9.257120264903e-01      -1.171129812242e-01      -4.284505790548e-03      -1.070828076595e-02      -2.197405167811e-05      -2.141733234663e-03       6.931613369334e-01      -1.171223974234e-01       9.770351703670e-02       8.892660201599e-02      -6.693558119873e-01      -2.621591478758e-02      -3.215712167500e-01      -9.325764238971e+00       1.025021838140e-01       7.205605791529e-06       1.670454917368e-07       2.312467262591e-01       2.286733350000e-01 
       8.311026389521e+01       2.066766333835e-04       9.340383263802e-01      -1.169287187188e-01      -4.284526207271e-03      -1.070878467324e-02      -2.200935018185e-05      -2.141834261001e-03       6.994066047872e-01      -1.169384595423e-01       9.753864750988e-02       8.879713312691e-02      -6.678977403841e-01      -2.607328420984e-02      -3.207539678639e-01      -9.331962131396e+00       1.024783390113e-01       7.215075414852e-06       1.670784433528e-07       2.311331244008e-01       2.284257291980e-01 
       8.316694718934e+01       2.068362666432e-04       9.423526788138e-01      -1.167435410043e-01      -4.284500571380e-03      -1.070918646706e-02      -2.204448884778e-05      -2.141914864230e-03       7.056429304808e-01      -1.167536075576e-01       9.737432184187e-02       8.866816755747e-02      -6.664484219421e-01      -2.593100473640e-02      -3.199346844835e-01      -9.338157161513e+00       1.024544678553e-01       7.224546901917e-06       1.671112516149e-07       2.310195670203e-01       2.281787456242e-01 
       8.322363048346e+01       2.069959253586e-04       9.506550105574e-01      -1.165574495365e-01      -4.284428552466e-03      -1.070948377785e-02      -2.207945988289e-05      -2.141974570580e-03       7.118702591518e-01      -1.165678429241e-01       9.721053942871e-02       8.853970427786e-02      -6.650078341674e-01      -2.578907841311e-02      -3.191133848324e-01      -9.344349330923e+00       1.024305706195e-01       7.234020244611e-06       1.671439170673e-07       2.309060547154e-01       2.279323833603e-01 
       8.328031377759e+01       2.071556095297e-04       9.589452486478e-01      -1.163704458205e-01      -4.284309851732e-03      -1.070967455931e-02      -2.211425649943e-05      -2.142012970852e-03       7.180885361401e-01      -1.163811671454e-01       9.704729971373e-02       8.841174229798e-02      -6.635759542519e-01      -2.564750731254e-02      -3.182900871595e-01      -9.350538641127e+00       1.024066475372e-01       7.243495434860e-06       1.671764404721e-07       2.307925880265e-01       2.276866414874e-01 
       8.333699707172e+01       2.073153191566e-04       9.672233203367e-01      -1.161825313957e-01      -4.284144197762e-03      -1.070975703682e-02      -2.214887272001e-05      -2.142029710150e-03       7.242977069471e-01      -1.161935817592e-01       9.688460216953e-02       8.828428065276e-02      -6.621527591307e-01      -2.550629351947e-02      -3.174648097387e-01      -9.356725093560e+00       1.023826988158e-01       7.252972464629e-06       1.672088223742e-07       2.306791674570e-01       2.274415190857e-01 
       8.339368036585e+01       2.074750542391e-04       9.754891529558e-01      -1.159937078014e-01      -4.283931342494e-03      -1.070972966436e-02      -2.218330323182e-05      -2.142024479282e-03       7.304977171339e-01      -1.160050883038e-01       9.672244625619e-02       8.815731836794e-02      -6.607382256182e-01      -2.536543909636e-02      -3.166375708693e-01      -9.362908689698e+00       1.023587246713e-01       7.262451325905e-06       1.672410629846e-07       2.305657935208e-01       2.271970152347e-01 
       8.346683363268e+01       2.076812397829e-04       9.861385091085e-01      -1.157486780665e-01      -4.283586505147e-03      -1.070952980233e-02      -2.222745578923e-05      -2.141984821027e-03       7.384855824016e-01      -1.157604862567e-01       9.651397376830e-02       8.799420223982e-02      -6.589254479263e-01      -2.518419229844e-02      -3.155670989636e-01      -9.370884780389e+00       1.023277473578e-01       7.274687071713e-06       1.672824628794e-07       2.304195472846e-01       2.268823807807e-01 
       8.353998689950e+01       2.078874677244e-04       9.967672037581e-01      -1.155021399333e-01      -4.283162220740e-03      -1.070914222746e-02      -2.227128208290e-05      -2.141907619892e-03       7.464579828955e-01      -1.155143776380e-01       9.630640124747e-02       8.783191404177e-02      -6.571270073754e-01      -2.500355177009e-02      -3.144934301364e-01      -9.378856119679e+00       1.022967285847e-01       7.286925837474e-06       1.673236280476e-07       2.302733807540e-01       2.265687730366e-01 
       8.361314016633e+01       2.080937380636e-04       1.007375081278e+00      -1.152540967047e-01      -4.282658073704e-03      -1.070856478811e-02      -2.231477406271e-05      -2.141792445518e-03       7.544148020294e-01      -1.152667657471e-01       9.609972743399e-02       8.767045160832e-02      -6.553428532847e-01      -2.482352177391e-02      -3.134166038964e-01      -9.386822711049e+00       1.022656688857e-01       7.299167606030e-06       1.673645590273e-07       2.301272951206e-01       2.262561900187e-01 
       8.368629343315e+01       2.083000508005e-04       1.017961986259e+00      -1.150045516808e-01      -4.282073678018e-03      -1.070779562712e-02      -2.235792451273e-05      -2.141638926442e-03       7.623559233795e-01      -1.150176538809e-01       9.589395103112e-02       8.750981274786e-02      -6.535729346659e-01      -2.464410650824e-02      -3.123366598140e-01      -9.394784558102e+00       1.022345688201e-01       7.311412360268e-06       1.674052564053e-07       2.299812916086e-01       2.259446297421e-01 
       8.375944669998e+01       2.085064059352e-04       1.028527763571e+00      -1.147535081746e-01      -4.281408671670e-03      -1.070683312437e-02      -2.240072688039e-05      -2.141446738609e-03       7.702812307309e-01      -1.147670453490e-01       9.568907072327e-02       8.734999525785e-02      -6.518172001673e-01      -2.446531012210e-02      -3.112536375191e-01      -9.402741664513e+00       1.022034289582e-01       7.323660083141e-06       1.674457212905e-07       2.298353714536e-01       2.256340902209e-01 
       8.383259996680e+01       2.087128034676e-04       1.039072258765e+00      -1.145009696133e-01      -4.280662712670e-03      -1.070567584983e-02      -2.244317514067e-05      -2.141215595983e-03       7.781906083803e-01      -1.145149435751e-01       9.548508529683e-02       8.719099702431e-02      -6.500755976760e-01      -2.428713681699e-02      -3.101675767001e-01      -9.410694033731e+00       1.021722497791e-01       7.335910757688e-06       1.674859550049e-07       2.296895357614e-01       2.253245694673e-01 
       8.390575323363e+01       2.089192433978e-04       1.049595317840e+00      -1.142469394765e-01      -4.279835476100e-03      -1.070432252670e-02      -2.248526369206e-05      -2.140945243181e-03       7.860839409584e-01      -1.142613520355e-01       9.528199356569e-02       8.703281596062e-02      -6.483480745611e-01      -2.410959078492e-02      -3.090785171036e-01      -9.418641669157e+00       1.021410317328e-01       7.348164367032e-06       1.675259584471e-07       2.295437855936e-01       2.250160654920e-01 
       8.401757056441e+01       2.092348759949e-04       1.065638408006e+00      -1.138557709843e-01      -4.278413243887e-03      -1.070187246381e-02      -2.254889047475e-05      -2.140455706282e-03       7.981179077949e-01      -1.138708574433e-01       9.497328499571e-02       8.679260501786e-02      -6.457345826323e-01      -2.383942701158e-02      -3.074081467787e-01      -9.430780768364e+00       1.020932398315e-01       7.366900071324e-06       1.675866611522e-07       2.293211691226e-01       2.245464667333e-01 
       8.412938789519e+01       2.095506076510e-04       1.081630507157e+00      -1.134611380869e-01      -4.276799324847e-03      -1.069895800344e-02      -2.261164699387e-05      -2.139873288651e-03       8.101137069583e-01      -1.134769026526e-01       9.466665707285e-02       8.655429072870e-02      -6.431536718793e-01      -2.357075289723e-02      -3.057310054542e-01      -9.442908828717e+00       1.020453600419e-01       7.385642533286e-06       1.676468283603e-07       2.290987590735e-01       2.240792318230e-01 
       8.424120522597e+01       2.098664383659e-04       1.097571068545e+00      -1.130630531892e-01      -4.274992697671e-03      -1.069557588438e-02      -2.267351674061e-05      -2.139197337963e-03       8.220709288587e-01      -1.130795000550e-01       9.436210506713e-02       8.631786530217e-02      -6.406051503141e-01      -2.330358255018e-02      -3.040472358011e-01      -9.455025863869e+00       1.019973943054e-01       7.404391693158e-06       1.677064620999e-07       2.288765596571e-01       2.236143536349e-01 
       8.435302255675e+01       2.101823681396e-04       1.113459547458e+00      -1.126615288669e-01      -4.272992370786e-03      -1.069172312208e-02      -2.273448390821e-05      -2.138427257223e-03       8.339891654292e-01      -1.126786622124e-01       9.405962426617e-02       8.608332099022e-02      -6.380888236886e-01      -2.303792991049e-02      -3.023569807520e-01      -9.467131887557e+00       1.019493445172e-01       7.423147491473e-06       1.677655661002e-07       2.286545750012e-01       2.231518250370e-01 
       8.446483988753e+01       2.104983969723e-04       1.129295402125e+00      -1.122565780930e-01      -4.270797380390e-03      -1.068739693889e-02      -2.279453320151e-05      -2.137562490820e-03       8.458680108086e-01      -1.122744020837e-01       9.375921023936e-02       8.585065030549e-02      -6.356044946356e-01      -2.277380897591e-02      -3.006603834913e-01      -9.479226912939e+00       1.019012122998e-01       7.441909869170e-06       1.678241438911e-07       2.284328088348e-01       2.226916388898e-01 
       8.457665721831e+01       2.108145248639e-04       1.145078092399e+00      -1.118482138885e-01      -4.268406787409e-03      -1.068259472250e-02      -2.285364971080e-05      -2.136602516205e-03       8.577070603515e-01      -1.118667326755e-01       9.346085842650e-02       8.561984568233e-02      -6.331519640368e-01      -2.251123345275e-02      -2.989575874450e-01      -9.491310953593e+00       1.018529993507e-01       7.460678767547e-06       1.678821977518e-07       2.282112649737e-01       2.222337880456e-01 
       8.484016916287e+01       2.115599127588e-04       1.182058675141e+00      -1.108724254487e-01      -4.261994154705e-03      -1.066938099425e-02      -2.298919270601e-05      -2.133960868360e-03       8.854475947092e-01      -1.108925979450e-01       9.276588270015e-02       8.508326098204e-02      -6.274968674487e-01      -2.189862825430e-02      -2.949210380081e-01      -9.519745188745e+00       1.017390707411e-01       7.504935550278e-06       1.680169499232e-07       2.276900707396e-01       2.211639989328e-01 
       8.510368110743e+01       2.123058507970e-04       1.218734007172e+00      -1.098779258542e-01      -4.254478266235e-03      -1.065347900184e-02      -2.311928517725e-05      -2.130781557472e-03       9.129596298073e-01      -1.098997748291e-01       9.208227075502e-02       8.455689662095e-02      -6.220145797688e-01      -2.129484961811e-02      -2.908527451644e-01      -9.548118686449e+00       1.016247275250e-01       7.549227464269e-06       1.681488387867e-07       2.271701844281e-01       2.201070458656e-01 
       8.536719305199e+01       2.130523389784e-04       1.255097143805e+00      -1.088648928503e-01      -4.245847594166e-03      -1.063485948755e-02      -2.324373972374e-05      -2.127058730928e-03       9.402379631062e-01      -1.088884408598e-01       9.140995978742e-02       8.404065294716e-02      -6.167023725151e-01      -2.070006237920e-02      -2.867545984375e-01      -9.576431639082e+00       1.015099924173e-01       7.593553759088e-06       1.682778991282e-07       2.266516554682e-01       2.190628349052e-01 
       8.563070499654e+01       2.137993773031e-04       1.291141204625e+00      -1.078335077692e-01      -4.236090893114e-03      -1.061349440830e-02      -2.336236930338e-05      -2.122786779028e-03       9.672774402087e-01      -1.078587771451e-01       9.074888551428e-02       8.353442998060e-02      -6.115574591525e-01      -2.011442400588e-02      -2.826284921413e-01      -9.604684246308e+00       1.013948883963e-01       7.637913693971e-06       1.684041667422e-07       2.261345331234e-01       2.180312719442e-01 
       8.589421694110e+01       2.145469657711e-04       1.326859376760e+00      -1.067839562252e-01      -4.225197140600e-03      -1.058935642761e-02      -2.347498597278e-05      -2.117960233364e-03       9.940729573159e-01      -1.068109690650e-01       9.009898315271e-02       8.303812823524e-02      -6.065769957898e-01      -1.953808554997e-02      -2.784763241271e-01      -9.632876712393e+00       1.012794378679e-01       7.682306537645e-06       1.685276765000e-07       2.256188653255e-01       2.170122627287e-01 
       8.647678593807e+01       2.162016778095e-04       1.404634654391e+00      -1.044000976839e-01      -4.197024658657e-03      -1.052601941782e-02      -2.370167125556e-05      -2.105295100222e-03       1.052421292332e+00      -1.044310421290e-01       8.870150588780e-02       8.197562477539e-02      -5.961353275417e-01      -1.829762276995e-02      -2.692137324182e-01      -9.694991895779e+00       1.010230845678e-01       7.780562931245e-06       1.687911186895e-07       2.244842338118e-01       2.148035346301e-01 
       8.705935493504e+01       2.178590787185e-04       1.480712597762e+00      -1.019304896149e-01      -4.163129586252e-03      -1.044872037364e-02      -2.389596976856e-05      -2.089837475933e-03       1.109498947425e+00      -1.019654695772e-01       8.735757925516e-02       8.096005262723e-02      -5.864510494758e-01      -1.710474110265e-02      -2.598535871218e-01      -9.756816543565e+00       1.007653868356e-01       7.878969023053e-06       1.690416360687e-07       2.233574422649e-01       2.126546812029e-01 
       8.764192393202e+01       2.195191684983e-04       1.555023107332e+00      -9.937732354035e-02      -4.123404457518e-03      -1.035719278681e-02      -2.405577396617e-05      -2.071534045299e-03       1.165253407638e+00      -9.941643977704e-02       8.606645572459e-02       7.999034559669e-02      -5.774910199112e-01      -1.596072694537e-02      -2.504164067288e-01      -9.818353132618e+00       1.005065782294e-01       7.977517384186e-06       1.692796107539e-07       2.222389692423e-01       2.105646796762e-01 
       8.822449292899e+01       2.211819471489e-04       1.627497901366e+00      -9.674287825800e-02      -4.077747712128e-03      -1.025118464037e-02      -2.417894520653e-05      -2.050334390643e-03       1.219633519394e+00      -9.678622809985e-02       8.482736727010e-02       7.906544220232e-02      -5.692210896728e-01      -1.486669537694e-02      -2.409226411615e-01      -9.879604266477e+00       1.002468882574e-01       8.076200817742e-06       1.695054256534e-07       2.211292761201e-01       2.085325064584e-01 
       8.880706192596e+01       2.228474146701e-04       1.698070550414e+00      -9.402951532373e-02      -4.026063743974e-03      -1.013045830071e-02      -2.426331714822e-05      -2.026190970237e-03       1.272589516233e+00      -9.407719239949e-02       8.363952683457e-02       7.818428704494e-02      -5.616062626296e-01      -1.382359388626e-02      -2.313926144567e-01      -9.940572665094e+00       9.998654193892e-02       8.175012353778e-06       1.697194645048e-07       2.200288066310e-01       2.065571381046e-01 
       8.961675396585e+01       2.251666547209e-04       1.792877042364e+00      -9.013183084266e-02      -3.944053234257e-03      -9.937804877992e-03      -2.431202331922e-05      -1.987662612698e-03       1.343735472150e+00      -9.018567012930e-02       8.207219010765e-02       7.703029340032e-02      -5.520436545007e-01      -1.245986072732e-02      -2.181247067188e-01      -1.002484623116e+01       9.962401698178e-02       8.312547128114e-06       1.699981119809e-07       2.185154154078e-01       2.039040664753e-01 
